nivel_escolar,duracion_estimada_min,numero_paginas,numero_items,porcentaje_visual,densidad_simbolos,prop_operaciones_aritmeticas,prop_fracciones_decimales,prop_variables_algebraicas,prop_ecuaciones,prop_patrones_funciones,prop_figuras_geometricas,prop_medicion_angulos,prop_coordenadas,prop_tablas_graficos,prop_estadistica_descriptiva,prop_probabilidad,prop_contexto_problemas,dificultad_estimada,ejemplos_resueltos,elementos_visuales,indice_interactividad,categoria_curricular
12,38,18,15,39.91,0.4348,0.6847,0.6627,0.4299,0.3336,0.1858,0.0281,0.5102,0.1828,0.3885,0.236,0.2066,0.2421,3,3,6,0.3542,0
11,53,21,32,71.39,0.2139,0.3148,0.2127,0.3163,0.0457,0.3408,0.5136,0.2114,0.2048,0.5024,0.8654,0.4063,0.5683,4,3,11,0.7282,3
8,56,16,32,34.57,0.4335,0.5614,0.4322,0.3563,0.5789,0.1362,0.1302,0.3216,0.1751,0.042,0.0506,0.2515,0.4967,3,5,9,0.2367,0
11,39,19,19,65.06,0.464,0.6848,0.6645,0.5842,0.3167,0.2303,0.2843,0.2063,0.3763,0.6029,0.0814,0.4306,0.6652,3,3,5,0.549,0
6,38,7,23,41.92,0.2615,0.1064,0.276,0.1204,0.489,0.2315,0.0502,0.1411,0.2933,0.6396,0.482,0.3165,0.4804,2,3,6,0.4056,3
12,61,20,30,58.36,0.0078,0.0505,0.3499,0.0856,0.1385,0.0675,0.1097,0.6159,0.5996,0.6356,0.2826,0.1757,0.3443,3,4,8,0.2839,2
8,38,13,20,40.05,0.5266,0.294,0.5511,0.6172,0.261,0.273,0.2843,0.2232,0.0527,0.1932,0.1353,0.2008,0.4388,2,4,7,0.3172,0
6,23,5,9,72.18,0.3233,0.6344,0.0674,0.281,0.2097,0.1145,0.7939,0.6406,0.7769,0.085,0.095,0.1175,0.2598,2,0,10,0.4246,2
12,35,15,23,53.89,0.71,0.4708,0.5588,0.2592,0.8014,0.4444,0.1317,0.1907,0.043,0.5065,0.3855,0.4159,0.3509,3,2,8,0.5863,1
7,25,16,19,55.43,0.2469,0.0139,0.2055,0.2357,0.3806,0.4194,0.4193,0.0955,0.0582,0.4463,0.6123,0.4031,0.4247,2,2,7,0.6573,3
5,34,10,16,46.7,0.5258,0.583,0.5595,0.3545,0.2713,0.4893,0.2246,0.6012,0.41,0.1879,0.1524,0.1021,0.5577,2,5,8,0.4492,0
7,36,17,22,55.29,0.6103,0.2247,0.0931,0.4134,0.8123,0.4812,0.4457,0.2754,0.3312,0.424,0.3864,0.1827,0.392,3,3,10,0.2181,1
7,43,9,18,40.38,0.2761,0.4151,0.5096,0.3854,0.0575,0.4317,0.6052,0.2404,0.7554,0.1757,0.1622,0.151,0.4431,2,1,4,0.5554,2
10,63,18,34,73.23,0.2939,0.2414,0.2454,0.0829,0.131,0.1716,0.5458,0.6937,0.3076,0.3497,0.2818,0.3689,0.4405,4,3,8,0.4311,2
8,40,11,24,46.21,0.5686,0.6173,0.5961,0.5469,0.2872,0.1821,0.5662,0.2038,0.2724,0.2055,0.244,0.1411,0.4693,3,3,4,0.1734,0
8,34,13,18,60.56,0.25,0.3781,0.3751,0.2143,0.1655,0.2338,0.1695,0.2035,0.2407,0.74,0.6336,0.6282,0.3532,3,3,9,0.3795,3
5,27,12,17,61.22,0.6573,0.6439,0.6176,0.6668,0.5323,0.2718,0.2504,0.2931,0.2421,0.527,0.3553,0.33,0.5643,2,1,10,0.6388,0
11,35,18,20,30.29,0.5599,0.5134,0.3197,0.5674,0.7395,0.6597,0.1015,0.3788,0.2985,0.0925,0.1421,0.1422,0.4017,3,3,4,0.3661,1
10,29,19,25,46.33,0.4809,0.5752,0.3759,0.4593,0.2701,0.1596,0.2374,0.6159,0.3952,0.4027,0.1004,0.0387,0.5017,3,5,3,0.7356,2
8,21,17,10,51.01,0.3176,0.2806,0.398,0.1453,0.0869,0.1226,0.0581,0.2276,0.3619,0.7038,0.8319,0.6438,0.2745,2,1,8,0.5933,3
9,49,23,31,80.61,0.3862,0.1833,0.1189,0.516,0.4129,0.1933,0.4702,0.4644,0.2158,0.8065,0.7956,0.5924,0.5766,4,4,8,0.437,3
5,37,16,21,47.96,0.2042,0.1619,0.3224,0.0513,0.4737,0.6959,0.384,0.537,0.1882,0.3485,0.4607,0.4035,0.2554,2,2,7,0.2507,3
7,26,15,18,55.63,0.2929,0.2149,0.5995,0.3833,0.3894,0.4173,0.0954,0.1357,0.067,0.292,0.1875,0.6449,0.3948,2,4,9,0.5816,0
9,24,12,21,45.78,0.3475,0.4252,0.0861,0.2005,0.0446,0.2411,0.125,0.1559,0.0554,0.7861,0.6356,0.2691,0.6946,2,3,4,0.4502,3
5,57,17,35,21.6,0.6212,0.3023,0.1666,0.6747,0.4333,0.5288,0.0988,0.0706,0.2359,0.307,0.1188,0.2938,0.3918,3,2,1,0.7646,1
7,21,10,12,66.9,0.2149,0.0471,0.0386,0.2187,0.276,0.2123,0.4711,0.2217,0.3651,0.9098,0.6999,0.6496,0.1782,2,1,10,0.2439,3
10,53,27,28,53.81,0.4321,0.6044,0.7985,0.4422,0.37,0.246,0.2119,0.2517,0.1044,0.5112,0.3805,0.4205,0.5762,4,5,7,0.5371,0
5,31,15,15,31.99,0.6634,0.4666,0.3956,0.4003,0.6899,0.2505,0.074,0.1406,0.298,0.3569,0.2017,0.2534,0.5253,2,3,7,0.2646,1
5,10,9,6,41.5,0.5483,0.7032,0.3451,0.4826,0.3891,0.2182,0.155,0.34,0.3873,0.1807,0.1235,0.3406,0.4334,2,3,7,0.4553,0
7,40,14,26,53.32,0.4373,0.2518,0.1822,0.3925,0.4729,0.6181,0.3403,0.1353,0.3718,0.5837,0.3285,0.5071,0.5565,3,4,8,0.312,1
10,32,21,24,42.04,0.6592,0.1943,0.1383,0.66,0.5641,0.3905,0.027,0.6083,0.3471,0.2939,0.3862,0.1604,0.4496,3,4,6,0.5328,1
9,30,15,15,24.98,0.6588,0.4725,0.5595,0.6043,0.8007,0.6618,0.2807,0.1907,0.1092,0.1009,0.2422,0.0087,0.368,3,4,5,0.0,1
10,50,16,29,33.79,0.6958,0.8184,0.618,0.1932,0.5021,0.0665,0.2648,0.3528,0.4475,0.2212,0.1144,0.1239,0.4513,3,4,5,0.6463,0
10,41,3,16,59.58,0.3969,0.5771,0.2467,0.1673,0.2945,0.1737,0.4473,0.2651,0.1719,0.5255,0.4488,0.4091,0.5689,2,3,10,0.4962,0
10,53,23,27,46.51,0.2673,0.2908,0.1197,0.1586,0.2544,0.0158,0.2792,0.1298,0.2541,0.7764,0.5927,0.2597,0.6241,3,3,6,0.4614,3
8,40,15,24,58.77,0.2828,0.4081,0.196,0.1929,0.0542,0.2115,0.6542,0.2591,0.6389,0.1454,0.1512,0.8088,0.5244,3,4,12,0.7423,2
11,46,17,24,56.3,0.344,0.4741,0.2589,0.4199,0.2008,0.1756,0.5382,0.2388,0.1425,0.2131,0.2148,0.0234,0.3322,3,3,11,0.2363,0
6,18,8,15,33.86,0.6398,0.344,0.3694,0.5047,0.3524,0.4549,0.0838,0.0988,0.6573,0.2743,0.2799,0.4773,0.5366,1,3,3,0.5865,1
10,48,18,28,47.08,0.4749,0.2859,0.4166,0.3055,0.6769,0.1512,0.5495,0.3749,0.3606,0.2729,0.1921,0.1734,0.4535,3,3,7,0.3153,2
7,65,14,23,62.95,0.519,0.4645,0.2044,0.1919,0.3548,0.2938,0.4848,0.7105,0.7144,0.1695,0.4576,0.0776,0.6573,2,3,9,0.4306,2
11,55,23,24,47.75,0.5479,0.5284,0.5111,0.2096,0.6791,0.6467,0.2358,0.3026,0.2693,0.5592,0.7502,0.6663,0.4134,4,5,8,0.5685,3
11,55,17,34,55.85,0.674,0.4054,0.3507,0.5783,0.7798,0.789,0.1647,0.7665,0.2401,0.1938,0.1677,0.2094,0.5233,4,6,9,0.5418,1
9,36,16,25,62.34,0.386,0.3729,0.3338,0.6693,0.2045,0.0504,0.2876,0.3394,0.3377,0.4586,0.1389,0.1304,0.7736,3,3,9,0.566,0
10,44,16,19,51.26,0.5625,0.3064,0.5417,0.6473,0.5721,0.6377,0.8132,0.1076,0.2636,0.1041,0.1091,0.0255,0.4298,3,3,8,0.4929,1
9,51,11,20,42.38,0.4131,0.3003,0.2243,0.1792,0.6179,0.3513,0.2183,0.1591,0.3031,0.5084,0.478,0.1715,0.3342,3,4,3,0.42,3
5,16,13,8,43.81,0.0172,0.1282,0.5343,0.2619,0.3067,0.3253,0.23,0.5466,0.065,0.3152,0.576,0.6128,0.4224,2,3,5,0.2923,3
9,43,17,23,46.58,0.7258,0.472,0.5831,0.5782,0.3318,0.2387,0.2071,0.2328,0.236,0.4193,0.5624,0.466,0.352,3,2,6,0.4596,3
9,49,8,26,75.81,0.4597,0.4137,0.1217,0.2807,0.1638,0.2002,0.3676,0.3413,0.4424,0.9038,0.5789,0.5817,0.4081,2,4,10,0.857,3
12,40,20,23,35.45,0.5194,0.8583,0.6684,0.1893,0.1916,0.0176,0.0928,0.1869,0.2792,0.2477,0.5337,0.4273,0.3911,3,2,4,0.5033,0
5,39,12,20,60.23,0.153,0.1802,0.5431,0.3318,0.2336,0.2115,0.2534,0.486,0.3181,0.6929,0.4672,0.8137,0.6883,1,3,7,0.6236,3
11,38,27,18,63.1,0.351,0.2308,0.4731,0.3119,0.305,0.0927,0.5574,0.5074,0.5379,0.6361,0.3099,0.1627,0.6165,4,6,9,0.1071,2
6,30,16,24,18.95,0.6234,0.4055,0.4977,0.7262,0.731,0.34,0.1316,0.1439,0.2109,0.2326,0.4986,0.341,0.5968,2,2,6,0.352,1
11,59,15,26,44.44,0.4209,0.2331,0.7351,0.7266,0.1077,0.0673,0.1842,0.2473,0.2365,0.3174,0.502,0.0408,0.5552,4,4,7,0.4654,0
9,48,17,24,74.91,0.524,0.3147,0.216,0.2677,0.4367,0.3271,0.3569,0.1913,0.2301,0.8743,0.4458,0.893,0.3891,3,3,10,0.232,3
6,13,10,8,44.44,0.4266,0.2858,0.4011,0.7794,0.4295,0.3042,0.3397,0.1049,0.1375,0.2505,0.1343,0.2423,0.1511,2,2,5,0.0215,1
7,21,8,18,43.95,0.5468,0.7051,0.7154,0.3728,0.0343,0.3712,0.1806,0.1897,0.1877,0.275,0.556,0.07,0.4826,2,1,6,0.7267,0
11,26,17,17,70.32,0.4038,0.1684,0.1496,0.2493,0.1725,0.2868,0.35,0.455,0.4201,0.6984,0.2478,0.129,0.3176,3,4,10,0.296,3
7,30,11,20,73.19,0.3722,0.8711,0.7539,0.0746,0.1643,0.1988,0.5619,0.7366,0.5567,0.2508,0.0891,0.2006,0.4708,3,3,10,0.3785,0
11,43,19,17,55.17,0.3746,0.1581,0.3098,0.0529,0.4536,0.4601,0.13,0.3578,0.3023,0.7536,0.6839,0.496,0.5671,3,4,8,0.2115,3
5,29,6,18,58.53,0.3441,0.2066,0.4241,0.2191,0.3752,0.3231,0.2796,0.4751,0.2821,0.5374,0.645,0.3844,0.5946,1,2,7,0.504,2
6,10,14,6,40.85,0.3787,0.5648,0.5535,0.1693,0.3142,0.1554,0.2005,0.1537,0.2803,0.3492,0.22,0.3239,0.3129,1,4,2,0.6313,0
8,29,13,8,50.87,0.182,0.0549,0.2221,0.1703,0.2018,0.0807,0.8378,0.3972,0.6147,0.165,0.0576,0.4249,0.3316,2,3,6,0.2733,2
10,42,16,17,55.78,0.4126,0.1375,0.4903,0.5166,0.5104,0.6754,0.4277,0.4776,0.384,0.1182,0.5114,0.2278,0.4784,3,3,5,0.6075,1
9,53,17,24,44.13,0.5068,0.3195,0.1699,0.3259,0.6144,0.1173,0.4071,0.1035,0.2504,0.3183,0.1394,0.259,0.5436,3,5,6,0.3839,2
10,37,19,16,70.79,0.3346,0.2367,0.21,0.3827,0.2632,0.3754,0.7879,0.4792,0.1814,0.5891,0.3455,0.4527,0.3647,2,2,9,0.2788,3
8,43,10,14,31.88,0.1678,0.306,0.1729,0.0533,0.2698,0.5676,0.1255,0.1127,0.2578,0.5174,0.3791,0.5659,0.2475,3,2,7,0.4641,3
8,38,7,19,24.83,0.444,0.2914,0.4084,0.6727,0.3573,0.5611,0.1987,0.4078,0.4533,0.1754,0.483,0.5379,0.3849,2,3,7,0.4202,1
7,41,17,15,49.19,0.3583,0.4326,0.0993,0.4135,0.4525,0.1367,0.236,0.3283,0.1698,0.4467,0.6441,0.5452,0.4253,3,2,6,0.0829,3
8,43,14,21,52.55,0.4393,0.3512,0.3494,0.41,0.4693,0.6594,0.3373,0.2579,0.2038,0.3093,0.0723,0.2322,0.2846,3,1,6,0.0369,1
6,45,12,19,79.56,0.515,0.2874,0.2689,0.6638,0.2819,0.202,0.4906,0.8432,0.395,0.4481,0.1357,0.3474,0.352,2,5,11,0.2801,2
12,64,16,33,65.88,0.4131,0.5093,0.3704,0.3189,0.0923,0.2637,0.2385,0.1942,0.0097,0.777,0.6003,0.7121,0.7488,4,5,7,0.4999,3
8,38,7,18,59.05,0.5159,0.3514,0.362,0.5076,0.6202,0.606,0.4141,0.2041,0.457,0.3243,0.0974,0.0685,0.3442,2,2,8,0.4491,1
8,17,15,10,53.38,0.3219,0.3627,0.1716,0.1237,0.2216,0.4265,0.4357,0.6241,0.3563,0.3705,0.4174,0.1204,0.3029,2,2,6,0.3329,2
5,29,7,9,72.21,0.4146,0.7954,0.3008,0.2085,0.0666,0.0781,0.7418,0.5409,0.2805,0.3482,0.0646,0.1606,0.504,1,4,11,0.6977,0
11,31,19,22,74.19,0.411,0.3685,0.2649,0.192,0.3847,0.3056,0.4607,0.5815,0.5324,0.5,0.7174,0.1427,0.5763,3,2,10,0.5786,2
8,47,11,27,52.01,0.574,0.6075,0.186,0.2811,0.4224,0.1665,0.3665,0.263,0.2638,0.5919,0.5318,0.5977,0.3753,3,2,5,0.4679,3
6,21,8,13,66.75,0.3775,0.4897,0.2841,0.2628,0.2822,0.0474,0.3402,0.5429,0.0343,0.4008,0.0795,0.0918,0.4976,1,4,7,0.519,0
12,53,16,25,32.43,0.5129,0.5414,0.1992,0.2318,0.6539,0.4845,0.088,0.5977,0.4553,0.4887,0.5338,0.2338,0.4783,3,3,3,0.5123,1
5,18,9,14,21.2,0.5073,0.1127,0.3223,0.429,0.7016,0.5968,0.1589,0.0974,0.2289,0.1915,0.2677,0.2295,0.3633,1,1,3,0.4845,1
8,25,14,13,58.99,0.336,0.1984,0.3951,0.3229,0.3002,0.5239,0.228,0.4477,0.5969,0.5097,0.1059,0.1369,0.5314,2,2,5,0.4441,2
7,32,19,26,27.22,0.5072,0.2592,0.0847,0.7375,0.5772,0.6878,0.0611,0.1418,0.4154,0.1288,0.3257,0.132,0.5019,3,3,5,0.0705,1
10,43,19,23,40.43,0.5722,0.5401,0.4861,0.6286,0.4604,0.5706,0.1247,0.3194,0.1826,0.1351,0.4655,0.3091,0.5796,3,2,8,0.2764,1
7,39,8,16,41.9,0.4388,0.4674,0.5703,0.2582,0.3774,0.2341,0.2334,0.5766,0.1969,0.1382,0.4008,0.3556,0.5859,2,1,6,0.5173,0
11,49,23,30,51.45,0.427,0.2868,0.2426,0.4649,0.708,0.6414,0.1192,0.447,0.0901,0.2594,0.0174,0.0811,0.3642,4,5,10,0.8148,1
6,40,13,16,61.45,0.6317,0.4947,0.1216,0.4935,0.6762,0.4224,0.6496,0.2669,0.3551,0.0667,0.0888,0.3422,0.5193,2,3,8,0.3394,1
12,32,10,15,44.89,0.4028,0.4778,0.4864,0.2079,0.1976,0.2017,0.1659,0.1783,0.1041,0.3183,0.1513,0.1846,0.5605,2,2,9,0.3539,0
6,45,12,22,60.82,0.658,0.3682,0.417,0.433,0.844,0.5557,0.1923,0.6034,0.3889,0.3225,0.1878,0.1817,0.4132,2,3,9,0.543,1
12,27,14,14,59.9,0.3604,0.3362,0.5812,0.2466,0.5415,0.1517,0.521,0.5527,0.3556,0.5912,0.1322,0.0203,0.1912,2,4,10,0.4169,2
10,44,18,18,48.52,0.5048,0.2946,0.5556,0.4002,0.7714,0.7031,0.3946,0.057,0.3983,0.3408,0.3602,0.2453,0.2216,3,4,6,0.3816,1
10,30,15,21,65.95,0.5039,0.4706,0.0972,0.2073,0.2161,0.39,0.3924,0.5407,0.7907,0.32,0.0429,0.138,0.2036,3,4,9,0.4127,2
5,27,20,14,47.22,0.2587,0.1326,0.0647,0.3634,0.4049,0.7084,0.3307,0.2925,0.5342,0.1362,0.1747,0.1749,0.216,2,1,8,0.6624,1
12,33,13,22,62.07,0.4731,0.3859,0.4669,0.2348,0.5647,0.2276,0.4116,0.4937,0.1153,0.3331,0.1443,0.5938,0.5227,3,3,10,0.4995,0
8,34,10,16,27.11,0.7124,0.5452,0.2817,0.5757,0.7722,0.3445,0.0376,0.2302,0.3431,0.4482,0.1121,0.171,0.5427,2,5,5,0.4107,1
12,60,17,37,95.0,0.344,0.4757,0.4906,0.2714,0.4555,0.2832,0.9384,0.7255,0.6702,0.5556,0.3498,0.2262,0.5929,4,4,14,0.9035,2
5,28,10,17,59.09,0.5017,0.5693,0.9289,0.325,0.4286,0.3546,0.2901,0.4774,0.3573,0.3567,0.3282,0.3597,0.6193,2,4,6,0.4202,0
5,26,11,22,48.76,0.4726,0.3341,0.4362,0.5267,0.4061,0.0648,0.445,0.3908,0.2795,0.2717,0.2849,0.1464,0.2233,2,2,10,0.4259,0
7,48,19,24,25.31,0.5459,0.4193,0.6742,0.5511,0.3654,0.2574,0.119,0.5241,0.1341,0.282,0.2042,0.2911,0.2255,2,3,4,0.3031,0
8,43,7,18,73.75,0.4269,0.2715,0.155,0.4593,0.428,0.2912,0.783,0.62,0.8408,0.2414,0.076,0.213,0.6554,2,3,10,0.4571,2
12,42,16,22,44.42,0.4506,0.5393,0.6052,0.3135,0.3526,0.1793,0.2124,0.6463,0.4319,0.2887,0.1582,0.1772,0.5007,3,3,1,0.5914,0
10,27,12,20,46.06,0.5852,0.6597,0.371,0.6868,0.1708,0.3295,0.4345,0.1439,0.2806,0.2702,0.1174,0.4933,0.4666,2,3,6,0.5721,1
11,39,13,20,43.88,0.3264,0.7161,0.3473,0.3625,0.2324,0.2199,0.2943,0.3507,0.0331,0.0353,0.1561,0.0716,0.3463,3,5,9,0.5238,0
9,56,22,25,33.74,0.6718,0.3605,0.3895,0.9467,0.467,0.8508,0.2981,0.6006,0.0248,0.1764,0.2269,0.2014,0.491,4,4,6,0.6025,1
12,47,14,29,39.85,0.2687,0.4584,0.5976,0.1921,0.1079,0.3325,0.1275,0.0872,0.1069,0.2132,0.1736,0.3045,0.5291,3,2,6,0.5398,0
11,37,15,18,59.73,0.1458,0.2559,0.5399,0.2002,0.2849,0.012,0.1732,0.4602,0.1951,0.8392,0.5858,0.2968,0.323,3,3,10,0.4586,3
7,26,11,8,46.83,0.5254,0.3713,0.3503,0.4113,0.4619,0.0891,0.3981,0.2344,0.3641,0.3265,0.5976,0.1245,0.329,2,2,9,0.0179,0
7,47,8,20,65.66,0.4043,0.0816,0.2585,0.6217,0.6346,0.5164,0.7181,0.2445,0.1758,0.3464,0.258,0.0768,0.5992,2,0,8,0.4839,1
8,25,14,13,63.67,0.3225,0.1014,0.2298,0.1476,0.2601,0.2138,0.3865,0.3074,0.159,0.5572,0.5954,0.5837,0.4207,2,5,7,0.3428,3
10,61,13,30,43.65,0.4725,0.9327,0.4383,0.2198,0.0825,0.1083,0.2731,0.3897,0.3132,0.1807,0.3842,0.3396,0.6556,2,3,4,0.6753,0
6,44,9,22,80.75,0.4841,0.6373,0.5132,0.096,0.4115,0.5641,0.8511,0.4733,0.3925,0.2208,0.2258,0.2906,0.3487,2,3,8,0.3309,2
6,30,10,22,30.94,0.2773,0.2283,0.3638,0.2976,0.1514,0.0651,0.3823,0.5815,0.4276,0.19,0.2336,0.1104,0.5131,2,4,6,0.1607,2
9,18,13,12,49.51,0.3449,0.1731,0.185,0.3884,0.3425,0.5154,0.2047,0.2769,0.0781,0.6084,0.5523,0.4744,0.5087,2,4,9,0.4377,3
9,37,7,21,51.91,0.2514,0.6828,0.2823,0.0096,0.1617,0.3854,0.0606,0.2526,0.3682,0.6053,0.68,0.5625,0.4586,2,2,7,0.5469,3
11,39,18,25,54.19,0.3446,0.7624,0.1819,0.1615,0.1396,0.1974,0.3853,0.0807,0.2879,0.5545,0.5735,0.2815,0.506,3,4,7,0.4167,3
10,50,20,34,59.55,0.3959,0.2692,0.1711,0.7176,0.6583,0.8417,0.4591,0.257,0.5423,0.5466,0.2912,0.2974,0.5125,4,3,6,0.3686,1
11,42,22,20,40.92,0.406,0.1287,0.1538,0.193,0.3341,0.1861,0.265,0.1798,0.0666,0.4626,0.5026,0.4935,0.3348,3,2,4,0.3975,3
12,43,18,25,60.63,0.3679,0.3326,0.5183,0.1495,0.1436,0.106,0.5798,0.4277,0.8384,0.0483,0.1637,0.1067,0.5415,4,8,9,0.3993,2
7,13,12,13,61.37,0.5282,0.707,0.3237,0.1969,0.3145,0.5102,0.4338,0.4044,0.1981,0.2722,0.3081,0.1289,0.3056,1,0,9,0.2586,0
12,35,17,12,74.4,0.3037,0.1791,0.401,0.1601,0.3258,0.5928,0.3795,0.2923,0.3882,0.6312,0.6747,0.711,0.3669,3,3,7,0.3727,3
5,23,9,16,58.23,0.3224,0.192,0.4085,0.1643,0.0656,0.1394,0.5162,0.9275,0.739,0.1267,0.2272,0.0487,0.4494,1,2,9,0.2803,2
7,29,4,12,56.09,0.1541,0.1281,0.1034,0.0557,0.2607,0.192,0.3398,0.3992,0.1456,0.4831,0.3999,0.3641,0.6114,1,1,8,0.404,3
12,61,17,35,53.56,0.7258,0.7456,0.382,0.6776,0.7828,0.7492,0.3675,0.2247,0.3509,0.1064,0.2012,0.3436,0.5822,4,6,4,0.7119,1
5,25,11,11,46.03,0.28,0.0572,0.7494,0.3283,0.2011,0.1578,0.1086,0.1291,0.3318,0.4186,0.4941,0.7253,0.3934,2,2,9,0.5361,3
7,49,6,23,48.75,0.2294,0.6399,0.3003,0.1187,0.2815,0.2775,0.3561,0.3383,0.156,0.1203,0.2161,0.1882,0.4429,2,2,5,0.3774,0
7,31,14,14,29.63,0.5687,0.4335,0.2533,0.7734,0.5193,0.653,0.0822,0.3397,0.1533,0.3015,0.1925,0.3885,0.4009,2,2,7,0.269,1
5,31,12,17,63.14,0.3338,0.5084,0.1403,0.1055,0.2571,0.1413,0.3001,0.0839,0.2736,0.7939,0.7981,0.6408,0.5416,1,2,9,0.6333,3
7,61,17,29,61.52,0.4518,0.1956,0.0561,0.6437,0.7303,0.4406,0.3383,0.2819,0.3851,0.7276,0.0738,0.1484,0.492,3,3,8,0.4652,1
7,44,10,19,76.7,0.2947,0.3412,0.254,0.681,0.4269,0.2514,0.5244,0.3035,0.2936,0.4233,0.5326,0.0553,0.4258,2,1,10,0.5022,1
12,28,17,14,86.07,0.3645,0.2183,0.3345,0.4415,0.29,0.1986,0.6056,0.4133,0.4991,0.3249,0.2838,0.5417,0.3384,2,3,12,0.6119,2
7,48,17,29,74.86,0.4276,0.1481,0.0703,0.9014,0.4905,0.438,0.2506,0.3067,0.1642,0.6617,0.4262,0.1918,0.5851,3,2,10,0.5357,1
12,28,14,18,41.2,0.4238,0.302,0.7734,0.1551,0.4387,0.3815,0.5124,0.1965,0.3263,0.1618,0.341,0.0946,0.5008,3,3,3,0.1238,0
5,43,13,20,47.11,0.2191,0.2335,0.0545,0.2598,0.1763,0.2254,0.1017,0.2028,0.3588,0.5047,0.6731,0.2555,0.2221,2,1,8,0.6328,3
9,31,7,13,49.35,0.4908,0.3874,0.3337,0.7841,0.3354,0.4557,0.0306,0.0217,0.4475,0.6733,0.6261,0.4036,0.3744,2,3,8,0.7762,1
5,39,9,14,51.77,0.2849,0.5279,0.6266,0.1146,0.133,0.1874,0.4738,0.0649,0.1109,0.6653,0.7004,0.447,0.6302,2,4,8,0.3979,3
7,44,11,23,48.17,0.3726,0.0704,0.1487,0.379,0.1864,0.3136,0.2423,0.2883,0.4191,0.6049,0.5952,0.3421,0.4262,2,3,5,0.5472,3
10,31,7,23,55.45,0.477,0.4412,0.2459,0.4318,0.3043,0.5624,0.3469,0.3988,0.3341,0.1634,0.1806,0.1605,0.5966,2,3,6,0.2613,1
8,35,12,23,49.36,0.468,0.7759,0.5932,0.0597,0.2933,0.4638,0.145,0.3779,0.0596,0.3995,0.2525,0.0086,0.689,2,7,8,0.3283,0
6,31,7,21,63.69,0.3791,0.5376,0.5196,0.557,0.2692,0.2543,0.5279,0.2918,0.0722,0.1776,0.1113,0.0998,0.3675,1,2,5,0.626,0
12,45,11,22,57.48,0.624,0.3452,0.5208,0.7995,0.6554,0.2542,0.5187,0.5176,0.6263,0.7207,0.4385,0.3359,0.5017,3,3,4,0.5526,1
6,30,14,23,74.06,0.3442,0.2933,0.6642,0.0597,0.2961,0.211,0.4339,0.6484,0.428,0.6604,0.3645,0.3543,0.548,2,4,7,0.6793,2
12,50,22,29,45.9,0.332,0.583,0.4285,0.0915,0.1225,0.2731,0.1471,0.3612,0.7142,0.5041,0.2547,0.4237,0.2989,4,4,9,0.6107,0
7,20,11,17,39.92,0.5464,0.6696,0.76,0.2316,0.2662,0.1806,0.3833,0.2508,0.2455,0.2198,0.2911,0.4098,0.6183,2,3,4,0.4288,0
11,48,23,25,85.14,0.3291,0.3677,0.5474,0.0864,0.5305,0.2206,0.2355,0.3705,0.58,0.5452,0.2671,0.0562,0.5132,3,3,9,0.4428,0
6,31,8,16,62.62,0.2991,0.3696,0.1457,0.0929,0.0303,0.1453,0.6742,0.4945,0.6133,0.3042,0.1375,0.2948,0.5899,1,3,10,0.1878,2
5,41,12,19,73.57,0.5092,0.1952,0.2592,0.604,0.7556,0.7572,0.5531,0.3183,0.3527,0.415,0.2359,0.1125,0.4635,2,3,8,0.4053,1
6,26,6,12,51.09,0.3892,0.1939,0.6877,0.3218,0.2047,0.1082,0.1309,0.5905,0.0323,0.2626,0.5363,0.0968,0.5566,1,4,10,0.799,0
7,48,8,21,34.98,0.3742,0.4315,0.1546,0.312,0.1175,0.4599,0.1936,0.359,0.3822,0.6237,0.6016,0.2425,0.5489,2,4,5,0.5641,3
10,50,12,31,86.13,0.4797,0.1447,0.2145,0.2262,0.4228,0.2082,0.9805,0.3358,0.1992,0.2094,0.1292,0.03,0.3158,3,3,10,0.3778,2
8,22,8,17,57.26,0.3415,0.2296,0.4963,0.4227,0.2194,0.1359,0.3402,0.1279,0.2172,0.2144,0.279,0.4982,0.2586,2,5,11,0.3632,0
8,38,13,20,49.19,0.6274,0.3928,0.5955,0.6119,0.6497,0.7945,0.3485,0.1696,0.0814,0.1845,0.2753,0.5039,0.4265,2,4,6,0.5701,1
10,49,14,26,77.53,0.2869,0.3308,0.3932,0.0446,0.3412,0.1284,0.7859,0.7189,0.394,0.175,0.1737,0.1706,0.6454,3,5,11,0.2325,2
8,42,14,14,30.04,0.4355,0.1949,0.3173,0.124,0.454,0.2728,0.1198,0.2534,0.4014,0.8193,0.4257,0.4371,0.677,2,5,5,0.5733,3
6,31,10,22,43.22,0.4686,0.4259,0.6287,0.7651,0.223,0.1474,0.1753,0.3037,0.6189,0.445,0.2307,0.0424,0.5215,2,1,8,0.4453,0
9,14,10,6,66.39,0.502,0.381,0.0776,0.274,0.4652,0.3232,0.4631,0.391,0.6414,0.2222,0.1133,0.6382,0.2471,2,2,8,0.3405,1
10,45,17,27,57.27,0.2415,0.1595,0.3514,0.2634,0.0705,0.3042,0.2409,0.2353,0.5572,0.6047,0.3123,0.6943,0.503,3,3,6,0.5209,3
6,41,11,23,45.86,0.7126,0.6924,0.7548,0.5983,0.5507,0.1999,0.2474,0.4167,0.25,0.1401,0.4099,0.1667,0.5455,2,5,6,0.6089,0
